design,model_arm,transform,unit_key,mae_with,mae_transform,delta_mae,n_rows,system,publication_group,g19_metal_state,extractant_system_key,metal_state
V1,B6,ACT_PERMUTED,pub_cdc2243314,1.33943,1.42652,0.0870909,47,,pub_cdc2243314,,,
V1,B6,ACT_PERMUTED,pub_e287124c22,1.6661,1.58607,-0.0800249,509,,pub_e287124c22,,,
V1,B6,ACT_PERMUTED,pub_f5d1922154,0.962712,1.08715,0.124438,25,,pub_f5d1922154,,,
V1,B6,WITHOUT,REMAINDER,3.00334,2.11946,-0.883874,159,,REMAINDER,,,
V1,B6,WITHOUT,pub_0884e38fbe,2.00547,1.63318,-0.372292,12,,pub_0884e38fbe,,,
V1,B6,WITHOUT,pub_0a8da089ad,0.647646,0.95662,0.308974,132,,pub_0a8da089ad,,,
V1,B6,WITHOUT,pub_0af6736cb1,1.03158,1.04001,0.00843433,254,,pub_0af6736cb1,,,
V1,B6,WITHOUT,pub_0d412f4721,1.34708,0.978936,-0.368143,5,,pub_0d412f4721,,,
V1,B6,WITHOUT,pub_19783c039b,0.773911,0.864925,0.0910142,204,,pub_19783c039b,,,
V1,B6,WITHOUT,pub_1bd76c48d9,1.07513,0.916997,-0.15813,54,,pub_1bd76c48d9,,,
V1,B6,WITHOUT,pub_2319535dff,2.89186,3.04657,0.154703,141,,pub_2319535dff,,,
V1,B6,WITHOUT,pub_2c76a46f18,1.03338,1.00409,-0.0292849,10,,pub_2c76a46f18,,,
V1,B6,WITHOUT,pub_2e9f2dbea9,1.07482,1.21365,0.138828,35,,pub_2e9f2dbea9,,,
V1,B6,WITHOUT,pub_37086f6378,1.07712,1.11963,0.0425109,362,,pub_37086f6378,,,
V1,B6,WITHOUT,pub_3f3b6220e0,0.402613,0.430387,0.0277739,56,,pub_3f3b6220e0,,,
V1,B6,WITHOUT,pub_4cba27f5f3,0.847207,0.894648,0.0474415,206,,pub_4cba27f5f3,,,
V1,B6,WITHOUT,pub_5472c4b438,1.04841,0.83916,-0.209245,95,,pub_5472c4b438,,,
V1,B6,WITHOUT,pub_6b0ea2ccc9,0.943307,1.21668,0.273375,21,,pub_6b0ea2ccc9,,,
V1,B6,WITHOUT,pub_74428aeab2,2.28628,2.5574,0.27112,26,,pub_74428aeab2,,,
V1,B6,WITHOUT,pub_8415538291,1.26422,1.1637,-0.100528,120,,pub_8415538291,,,
V1,B6,WITHOUT,pub_8dafaf94bc,1.2787,1.42271,0.144008,63,,pub_8dafaf94bc,,,
V1,B6,WITHOUT,pub_917a4583d4,0.69075,0.58888,-0.10187,27,,pub_917a4583d4,,,
V1,B6,WITHOUT,pub_a9266a9412,1.01367,0.96921,-0.0444609,32,,pub_a9266a9412,,,
V1,B6,WITHOUT,pub_ad5a7268e5,1.48829,1.47727,-0.0110221,28,,pub_ad5a7268e5,,,
V1,B6,WITHOUT,pub_b0b3296ec5,1.07012,1.23232,0.162199,228,,pub_b0b3296ec5,,,
V1,B6,WITHOUT,pub_cdc2243314,1.33943,1.30955,-0.0298826,47,,pub_cdc2243314,,,
V1,B6,WITHOUT,pub_e287124c22,1.6661,1.72643,0.0603301,509,,pub_e287124c22,,,
V1,B6,WITHOUT,pub_f5d1922154,0.962712,0.878513,-0.0841988,25,,pub_f5d1922154,,,
