extractant_system_key,system_label,system_family,mechanism,brief_expert,n_organic_extractants,n_model_rows,n_model_rows_known_state,n_metal_states,n_metal_states_ge5_rows,n_elements_any_state,n_ln_iii_states,n_actinide_rows,n_lanthanide_rows,n_publications,n_publication_groups_primary_source_doi,n_acids,acids,measured_in_one_publication_only,metal_states,has_name_structure_conflict,n_model_rows_acidic_coextractant_modifier,n_rows_other_systems_sharing_a_component,n_rows_other_systems_sharing_a_parent_structure,v3_eligible__rows20_states3_members1,v3_eligible__rows20_states3_members2,v3_eligible__rows20_states3_members3,v3_eligible__rows20_states5_members1,v3_eligible__rows20_states5_members2,v3_eligible__rows20_states5_members3,v3_eligible__rows50_states3_members1,v3_eligible__rows50_states3_members2,v3_eligible__rows50_states3_members3,v3_eligible__rows50_states5_members1,v3_eligible__rows50_states5_members2,v3_eligible__rows50_states5_members3,v3_eligible__rows100_states3_members1,v3_eligible__rows100_states3_members2,v3_eligible__rows100_states3_members3,v3_eligible__rows100_states5_members1,v3_eligible__rows100_states5_members2,v3_eligible__rows100_states5_members3,n_rows_known_state,n_condition_keys,n_condition_keys_with_ge2_metal_states,fraction_rows_in_shared_condition_groups,n_state_condition_keys_with_ge2_publications,n_condition_keys_nm,n_condition_keys_with_ge2_metal_states_nm,fraction_rows_in_shared_condition_groups_nm,n_state_condition_keys_with_ge2_publications_nm
CCCCCCCCN(CC(=O)N(CCCCCCCC)CCCCCCCC)CC(=O)N(CCCCCCCC)CCCCCCCC,TWE-8,amino_polyamide,NEUTRAL_SOLVATING,E2_neutral_solvating,1,4,4,2,0,2,1,2,2,1,1,1,HNO3,True,Eu(III)|Am(III),False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,2,2,1,0,2,2,1,0
CCCCCCCCN(CCCCCCCC)C(=O)CCOCCC(=O)N(CCCCCCCC)CCCCCCCC,TWE-1,polyamide_other,NEUTRAL_SOLVATING,E2_neutral_solvating,1,4,4,2,0,2,1,2,2,1,1,1,HNO3,True,Eu(III)|Am(III),False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,2,2,1,0,2,2,1,0
CCCCCCCCN(CCCCCCCC)C(=O)CN(CC(=O)N(CCCCCCCC)CCCCCCCC)C(C)=O,TWE-10,polyamide_other,NEUTRAL_SOLVATING,E2_neutral_solvating,1,4,4,2,0,2,1,2,2,1,1,1,HNO3,True,Eu(III)|Am(III),False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,2,2,1,0,2,2,1,0
CCCCCCCCN(CCCCCCCC)C(=O)CN(CC(=O)N(CCCCCCCC)CCCCCCCC)Cc1ccccc1,TWE-7,amino_polyamide,NEUTRAL_SOLVATING,E2_neutral_solvating,1,4,4,2,0,2,1,2,2,1,1,1,HNO3,True,Eu(III)|Am(III),False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,2,2,1,0,2,2,1,0
CCCCCCCCN(CCCCCCCC)C(=O)CN(CC(=O)N(CCCCCCCC)CCCCCCCC)c1ccccc1,TWE-9,amino_polyamide,NEUTRAL_SOLVATING,E2_neutral_solvating,1,4,4,2,0,2,1,2,2,1,1,1,HNO3,True,Eu(III)|Am(III),False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,2,2,1,0,2,2,1,0
CCCCCCCCN(CCCCCCCC)C(=O)CNCC(=O)N(CCCCCCCC)CCCCCCCC,TWE-6,amino_polyamide,NEUTRAL_SOLVATING,E2_neutral_solvating,1,4,4,2,0,2,1,2,2,1,1,1,HNO3,True,Eu(III)|Am(III),False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,2,2,1,0,2,2,1,0
CCCCCCCCN(CCCCCCCC)C(=O)c1ccc(C(=O)N(CCCCCCCC)CCCCCCCC)o1,TWE-16,polyamide_other,NEUTRAL_SOLVATING,E2_neutral_solvating,1,4,4,2,0,2,1,2,2,1,1,1,HNO3,True,Eu(III)|Am(III),False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,2,2,1,0,2,2,1,0
CCCCCCCCNC(=O)c1cc(OC)ccn1,NOMPIC,pyridine_carboxamide,SOFT_N_DONOR,E2_neutral_solvating,1,4,4,2,0,2,1,2,2,1,1,1,HNO3,True,Eu(III)|Am(III),False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,2,2,1,0,2,2,1,0
CCCCN(CCCC)C(=O)C(Cc1ccccc1CC(C(=O)N(CCCC)CCCC)C(=O)N(CCCC)CCCC)C(=O)N(CCCC)CCCC,N-N-N-N-tetrabutyl-2-[[2-[3-(dibutylamino)-2-(dibutylcarbamoyl)-3-oxopropyl]phenyl]methyl]propanediamide,malonamide,NEUTRAL_SOLVATING,E2_neutral_solvating,1,4,4,4,0,4,4,0,4,1,1,1,HNO3,True,La(III)|Nd(III)|Eu(III)|Dy(III),False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,1,1,1,0,1,1,1,0
c1cc(-n2cccn2)nc(-n2cccn2)c1,N-DPP,n_heterocyclic,SOFT_N_DONOR,E2_neutral_solvating,1,4,4,2,0,2,1,2,2,1,1,1,HNO3,True,Eu(III)|Am(III),False,0,26,26,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,2,2,1,0,2,2,1,0
CCCCN(CCCC)C(=O)c1ccccc1C(=O)O,2-(dibutylcarbamoyl)benzoic acid,carboxylic_acid,ACIDIC_CATION_EXCHANGE,E1_acidic_cation_exchange,1,3,3,3,0,3,3,0,3,1,1,1,HNO3,True,La(III)|Eu(III)|Er(III),False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,1,1,1,0,1,1,1,0
CCN(C(=O)c1ccc2ccc3ccc(C(=O)N(CC)c4ccc(C)cc4)nc3c2n1)c1ccc(C)cc1,2-N-9-N-diethyl-2-N-9-N-bis(4-methylphenyl)-1-10-phenanthroline-2-9-dicarboxamide,pyridine_carboxamide,SOFT_N_DONOR,E2_neutral_solvating,1,3,3,3,0,3,3,0,3,1,1,1,HNO3,True,La(III)|Eu(III)|Yb(III),False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,1,1,1,0,1,1,1,0
CCOP(=O)(OCC)c1ccc2ccc3ccc(P(=O)(OCC)OCC)nc3c2n1,2-9-bis(diethoxyphosphoryl)-1-10-phenanthroline,phosphonate_phosphinate_neutral,NEUTRAL_SOLVATING,E2_neutral_solvating,1,3,3,1,0,1,1,0,3,1,1,1,HNO3,True,Eu(III),False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,
O=P(c1ccccc1)(c1ccccc1)c1ccc2ccc3ccc(P(=O)(c4ccccc4)c4ccccc4)nc3c2n1,2-9-bis(diphenylphosphoryl)-1-10-phenanthroline,phosphine_oxide,NEUTRAL_SOLVATING,E2_neutral_solvating,1,3,3,1,0,1,1,0,3,1,1,1,HNO3,True,Eu(III),False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,
O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,2-(3-4-dihydroxyphenyl)-3-5-7-trihydroxychromen-4-one,hydroxyketone_catechol,CHELATING,E4_chelating,1,3,3,3,0,3,3,0,3,1,1,1,HNO3,True,La(III)|Eu(III)|Yb(III),False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,1,1,1,0,1,1,1,0
CC(C)(C)c1ccc(NC(=O)c2cnccn2)cc1,TBAPYR,pyridine_carboxamide,SOFT_N_DONOR,E2_neutral_solvating,1,2,2,2,0,2,1,1,1,1,1,1,HNO3,True,Eu(III)|Am(III),False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,1,1,1,0,1,1,1,0
CC(C)(C)c1ccc(NCC(=O)c2cccc(C(=O)CNc3ccc(C(C)(C)C)cc3)n2)cc1,TBADIPIC,n_heterocyclic,SOFT_N_DONOR,E2_neutral_solvating,1,2,2,2,0,2,1,1,1,1,1,1,HNO3,True,Eu(III)|Am(III),True,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,1,1,1,0,1,1,1,0
CC(C)CCN(CCC(C)C)C(=O)COCC(=O)NCc1cccc(CNC(=O)COCC(=O)N(CCC(C)C)CCC(C)C)c1,L1f,diglycolamide,NEUTRAL_SOLVATING,E2_neutral_solvating,1,2,2,2,0,2,1,1,1,1,1,1,HNO3,True,Eu(III)|Am(III),False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,1,1,1,0,1,1,1,0
CCCCCC(=O)N(CCCC)CCCC,DBHA,monoamide,NEUTRAL_SOLVATING,E2_neutral_solvating,1,2,2,2,0,2,0,2,0,1,1,1,HNO3,True,Th(IV)|U(VI),False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,1,1,1,0,1,1,1,0
CCCCCC(C)Oc1cc(CNC(=O)COCC(=O)N(CCCC)CCCC)cc(CNC(=O)COCC(=O)N(CCCC)CCCC)c1,L2c,diglycolamide,NEUTRAL_SOLVATING,E2_neutral_solvating,1,2,2,2,0,2,1,1,1,1,1,1,HNO3,True,Eu(III)|Am(III),False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,1,1,1,0,1,1,1,0
CCCCCCCCCCCCNCC(=O)c1cccc(C(=O)CNCCCCCCCCCCCC)n1,NDDIPIC,n_heterocyclic,SOFT_N_DONOR,E2_neutral_solvating,1,2,2,2,0,2,1,1,1,1,1,1,HNO3,True,Eu(III)|Am(III),True,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,1,1,1,0,1,1,1,0
CCCCCCCCCCCCOc1cc(CNC(=O)COCC(=O)N(CCCC)CCCC)cc(CNC(=O)COCC(=O)N(CCCC)CCCC)c1,L2b,diglycolamide,NEUTRAL_SOLVATING,E2_neutral_solvating,1,2,2,2,0,2,1,1,1,1,1,1,HNO3,True,Eu(III)|Am(III),False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,1,1,1,0,1,1,1,0
CCCCCCCCN(C)C(=O)COCC(=O)N(C)Cc1cccc(CN(C)C(=O)COCC(=O)N(C)CCCCCCCC)c1,L4,diglycolamide,NEUTRAL_SOLVATING,E2_neutral_solvating,1,2,2,2,0,2,1,1,1,1,1,1,HNO3,True,Eu(III)|Am(III),False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,1,1,1,0,1,1,1,0
CCCCCCCCN(C)C(=O)COCC(=O)NCc1cccc(CNC(=O)COCC(=O)N(C)CCCCCCCC)c1,L1d,diglycolamide,NEUTRAL_SOLVATING,E2_neutral_solvating,1,2,2,2,0,2,1,1,1,1,1,1,HNO3,True,Eu(III)|Am(III),False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,1,1,1,0,1,1,1,0
CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC|O=P(O)(O)c1cccc(P(=O)(O)O)n1,TODGA|PPPA,diglycolamide,NEUTRAL_SOLVATING,E2_neutral_solvating,2,2,2,2,0,2,1,1,1,1,1,1,HNO3,True,Eu(III)|Am(III),False,0,3422,3422,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,1,1,1,0,1,1,1,0
CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC|O=P(O)(O)c1ccccn1,TODGA|PPA,diglycolamide,NEUTRAL_SOLVATING,E2_neutral_solvating,2,2,2,2,0,2,1,1,1,1,1,1,HNO3,True,Eu(III)|Am(III),False,0,3422,3422,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,1,1,1,0,1,1,1,0
CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)NCCCCCCNC(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,L6b,diglycolamide,NEUTRAL_SOLVATING,E2_neutral_solvating,1,2,2,2,0,2,1,1,1,1,1,1,HNO3,True,Eu(III)|Am(III),False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,1,1,1,0,1,1,1,0
CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)NCCCCCNC(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,L5b,diglycolamide,NEUTRAL_SOLVATING,E2_neutral_solvating,1,2,2,2,0,2,1,1,1,1,1,1,HNO3,True,Eu(III)|Am(III),False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,1,1,1,0,1,1,1,0
CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)NCCOCCNC(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,L8,diglycolamide,NEUTRAL_SOLVATING,E2_neutral_solvating,1,2,2,2,0,2,1,1,1,1,1,1,HNO3,True,Eu(III)|Am(III),False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,1,1,1,0,1,1,1,0
CCCCCCCCN(CCCCCCCC)C(=O)c1ccc2ccccc2n1,2DOQA,pyridine_carboxamide,SOFT_N_DONOR,E2_neutral_solvating,1,2,2,2,0,2,1,1,1,1,1,1,HNO3,True,Eu(III)|Am(III),False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,1,1,1,0,1,1,1,0
CCCCCCCCNC(=O)c1cc(Cl)ccn1,NOCPIC,pyridine_carboxamide,SOFT_N_DONOR,E2_neutral_solvating,1,2,2,2,0,2,1,1,1,1,1,1,HNO3,True,Eu(III)|Am(III),False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,1,1,1,0,1,1,1,0
CCCCCCCCNC(=O)c1cnccn1,OPYR,pyridine_carboxamide,SOFT_N_DONOR,E2_neutral_solvating,1,2,2,2,0,2,1,1,1,1,1,1,HNO3,True,Eu(III)|Am(III),False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,1,1,1,0,1,1,1,0
CCCCCCCCOc1cc(C(=O)Nc2ccc(C(C)(C)C)cc2)nc(C(=O)Nc2ccc(C(C)(C)C)cc2)c1,CHELI1,pyridine_carboxamide,SOFT_N_DONOR,E2_neutral_solvating,1,2,2,2,0,2,1,1,1,1,1,1,HNO3,True,Eu(III)|Am(III),False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,1,1,1,0,1,1,1,0
CCCCCCOc1cc(CNC(=O)COCC(=O)N(CCCC)CCCC)cc(CNC(=O)COCC(=O)N(CCCC)CCCC)c1,L2a,diglycolamide,NEUTRAL_SOLVATING,E2_neutral_solvating,1,2,2,2,0,2,1,1,1,1,1,1,HNO3,True,Eu(III)|Am(III),False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,1,1,1,0,1,1,1,0
CCCCN(CCCC)C(=O)COCC(=O)NCCCCCCNC(=O)COCC(=O)N(CCCC)CCCC,L6a,diglycolamide,NEUTRAL_SOLVATING,E2_neutral_solvating,1,2,2,2,0,2,1,1,1,1,1,1,HNO3,True,Eu(III)|Am(III),False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,1,1,1,0,1,1,1,0
CCCCN(CCCC)C(=O)COCC(=O)NCCCCCNC(=O)COCC(=O)N(CCCC)CCCC,L5a,diglycolamide,NEUTRAL_SOLVATING,E2_neutral_solvating,1,2,2,2,0,2,1,1,1,1,1,1,HNO3,True,Eu(III)|Am(III),False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,1,1,1,0,1,1,1,0
CCCCN(CCCC)C(=O)COCC(=O)NCc1cccc(CNC(=O)COCC(=O)N(CCCC)CCCC)c1,L1c,diglycolamide,NEUTRAL_SOLVATING,E2_neutral_solvating,1,2,2,2,0,2,1,1,1,1,1,1,HNO3,True,Eu(III)|Am(III),False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,1,1,1,0,1,1,1,0
Cc1ccn(-c2cncc(-n3ccc(C)n3)n2)n1,3-Me-N-DPPz,n_heterocyclic,SOFT_N_DONOR,E2_neutral_solvating,1,2,2,2,0,2,1,1,1,1,1,1,HNO3,True,Eu(III)|Am(III),False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,1,1,1,0,1,1,1,0
CCN(CC)C(=O)COc1c2cc(OC)cc1Cc1cc(OC)cc(c1OCC(=O)N(CC)CC)Cc1cc(OC)cc(c1OCC(=O)N(CC)CC)Cc1cc(OC)cc(c1OCC(=O)N(CC)CC)Cc1cc(OC)cc(c1OCC(=O)N(CC)CC)Cc1cc(OC)cc(c1OCC(=O)N(CC)CC)C2,CA12,crown_ether_calixarene,NEUTRAL_SOLVATING,E2_neutral_solvating,1,1,1,1,0,1,1,0,1,1,1,1,HNO3,True,Eu(III),False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,
O=C(c1cc(Cl)c2ccc3c(Cl)cc(C(=O)N4CCc5ccccc54)nc3c2n1)N1CCc2ccccc21,[4-7-dichloro-9-(2-3-dihydroindole-1-carbonyl)-1-10-phenanthrolin-2-yl]-(2-3-dihydroindol-1-yl)methanone,pyridine_carboxamide,SOFT_N_DONOR,E2_neutral_solvating,1,1,1,1,0,1,1,0,1,1,1,1,HNO3,True,Eu(III),False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,
O=C(c1ccc2ccc3ccc(C(=O)N4CCCC4)nc3c2n1)N1CCCC1,[9-(pyrrolidine-1-carbonyl)-1-10-phenanthrolin-2-yl]-pyrrolidin-1-ylmethanone,pyridine_carboxamide,SOFT_N_DONOR,E2_neutral_solvating,1,1,1,1,0,1,1,0,1,1,1,1,HNO3,True,Eu(III),False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,
O=C(c1cccc(C(=O)N2CCCC2)n1)N1CCCC1,[6-(pyrrolidine-1-carbonyl)-2-pyridinyl]-pyrrolidin-1-ylmethanone,pyridine_carboxamide,SOFT_N_DONOR,E2_neutral_solvating,1,1,1,1,0,1,1,0,1,1,1,1,HNO3,True,Eu(III),False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,
S=P(S)(c1ccccc1Cl)c1ccccc1Cl,(ClPh)2PSSH,dithiophosphinic_acid,ACIDIC_CATION_EXCHANGE,E1_acidic_cation_exchange,1,1,1,1,0,1,1,0,1,1,1,1,HNO3,True,Eu(III),False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,
