extractant_system_key,system_id,system_label,primary_name_modal,n_distinct_name_strings,n_components,system_component_classes,total_rows,total_publications,n_metal_state_columns,n_metal_states_known_ox,n_elements,La(III),La(?),Ce(III),Ce(?),Pr(III),Pr(?),Nd(III),Nd(?),Pm(III),Sm(III),Sm(?),Eu(III),Eu(?),Gd(III),Gd(?),Tb(III),Tb(?),Dy(III),Dy(?),Ho(III),Ho(?),Er(III),Er(?),Tm(III),Tm(?),Yb(III),Yb(?),Lu(III),Lu(?),Sc(?),Y(III),Y(?),Th(IV),Th(?),Pa(V),U(IV),U(VI),U(?),Np(IV),Np(V),Np(VI),Pu(III),Pu(IV),Pu(VI),Pu(?),Am(III),Am(VI),Am(?),Cm(III),Cm(?),Cf(III),Cr(?),Fe(?),Zr(IV),Zr(?),Mo(?),Tc(VII),Ru(?),Pd(II),Pd(IV),Hf(IV),Cd(II),In(III),Pb(II),Pb(?),Bi(III),Bi(?),Ca(II),Ca(?),Sr(II),Sr(III),Sr(?),Ba(II),Ba(?)
CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC|O=P(O)(O)c1ccccn1,sys_341390d4c1,PPA + TODGA,TODGA,1,2,SYNERGISTIC_TWO_EXTRACTANT,2,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)NCCCCCCNC(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,sys_5e8bbacebc,L6b,L6b,1,1,SINGLE_EXTRACTANT,2,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)NCCCCCNC(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,sys_b0f13dd4a8,L5b,L5b,1,1,SINGLE_EXTRACTANT,2,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)NCCOCCNC(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,sys_01e1a09f4c,L8,L8,1,1,SINGLE_EXTRACTANT,2,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCCCCCCCN(CCCCCCCC)C(=O)c1ccc2ccccc2n1,sys_ef4f8c7e2e,2DOQA,2DOQA,1,1,SINGLE_EXTRACTANT,2,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCCCCCCCNC(=O)c1cc(Cl)ccn1,sys_0d123b4ad0,NOCPIC,NOCPIC,1,1,SINGLE_EXTRACTANT,2,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCCCCCCCNC(=O)c1cnccn1,sys_1713e2b511,OPYR,OPYR,1,1,SINGLE_EXTRACTANT,2,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCCCCCCCOc1cc(C(=O)Nc2ccc(C(C)(C)C)cc2)nc(C(=O)Nc2ccc(C(C)(C)C)cc2)c1,sys_1a90ed514e,CHELI1,CHELI1,1,1,SINGLE_EXTRACTANT,2,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCCCCCOc1cc(CNC(=O)COCC(=O)N(CCCC)CCCC)cc(CNC(=O)COCC(=O)N(CCCC)CCCC)c1,sys_b07248a549,L2a,L2a,1,1,SINGLE_EXTRACTANT,2,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCCCN(CCCC)C(=O)COCC(=O)NCCCCCCNC(=O)COCC(=O)N(CCCC)CCCC,sys_2214c11397,L6a,L6a,1,1,SINGLE_EXTRACTANT,2,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCCCN(CCCC)C(=O)COCC(=O)NCCCCCNC(=O)COCC(=O)N(CCCC)CCCC,sys_26efbd01d7,L5a,L5a,1,1,SINGLE_EXTRACTANT,2,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCCCN(CCCC)C(=O)COCC(=O)NCc1cccc(CNC(=O)COCC(=O)N(CCCC)CCCC)c1,sys_ee97a458a8,L1c,L1c,1,1,SINGLE_EXTRACTANT,2,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cc1ccn(-c2cncc(-n3ccc(C)n3)n2)n1,sys_1849a2d188,3-Me-N-DPPz,3-Me-N-DPPz,1,1,SINGLE_EXTRACTANT,2,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCN(CC)C(=O)COc1c2cc(OC)cc1Cc1cc(OC)cc(c1OCC(=O)N(CC)CC)Cc1cc(OC)cc(c1OCC(=O)N(CC)CC)Cc1cc(OC)cc(c1OCC(=O)N(CC)CC)Cc1cc(OC)cc(c1OCC(=O)N(CC)CC)Cc1cc(OC)cc(c1OCC(=O)N(CC)CC)C2,sys_68b5026434,CA12,CA12,1,1,SINGLE_EXTRACTANT,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O=C(c1cc(Cl)c2ccc3c(Cl)cc(C(=O)N4CCc5ccccc54)nc3c2n1)N1CCc2ccccc21,sys_6d8efa67d9,[4-7-dichloro-9-(2-3-dihydroindole-1-carbonyl)-1-10-phenanthrolin-2-yl]-(2-3-dihydroindol-1-yl)methanone,[4-7-dichloro-9-(2-3-dihydroindole-1-carbonyl)-1-10-phenanthrolin-2-yl]-(2-3-dihydroindol-1-yl)methanone,1,1,SINGLE_EXTRACTANT,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O=C(c1ccc2ccc3ccc(C(=O)N4CCCC4)nc3c2n1)N1CCCC1,sys_544ba253df,[9-(pyrrolidine-1-carbonyl)-1-10-phenanthrolin-2-yl]-pyrrolidin-1-ylmethanone,[9-(pyrrolidine-1-carbonyl)-1-10-phenanthrolin-2-yl]-pyrrolidin-1-ylmethanone,1,1,SINGLE_EXTRACTANT,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O=C(c1cccc(C(=O)N2CCCC2)n1)N1CCCC1,sys_2efdd86523,[6-(pyrrolidine-1-carbonyl)-2-pyridinyl]-pyrrolidin-1-ylmethanone,[6-(pyrrolidine-1-carbonyl)-2-pyridinyl]-pyrrolidin-1-ylmethanone,1,1,SINGLE_EXTRACTANT,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S=P(S)(c1ccccc1Cl)c1ccccc1Cl,sys_d64605d2ac,(ClPh)2PSSH,(ClPh)2PSSH,1,1,SINGLE_EXTRACTANT,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
