symbol,oxidation_state,metal_state_label,category_state_key,row_origin,in_archive,state_plausible,hsab_class_basis,Z,Z_source,name,name_source,period,period_source,group,group_source,block,block_source,category,category_source,series,series_source,series_index,series_index_source,oxidation_state_source,formal_charge,formal_charge_source,species_form,species_form_source,species_charge,species_charge_source,effective_charge,effective_charge_source,f_electron_count,f_electron_count_source,d_electron_count,d_electron_count_source,electron_configuration,electron_configuration_source,radius_cn6_A,radius_cn6_A_source,radius_cn8_A,radius_cn8_A_source,radius_cn9_A,radius_cn9_A_source,electronegativity_pauling,electronegativity_pauling_source,hsab_class,hsab_class_source,polarizability_atom_au,polarizability_atom_au_source
Pa,3,Pa(III),actinide(III),an3_series,False,False,analogy,91,definition: IUPAC atomic number,protactinium,definition: IUPAC English element name,7,definition: IUPAC periodic table row,,NA_REASON: f-block element; group left NA by gen19 convention,f,definition: Aufbau block; La/Lu/Ac labelled f as series members (convention of gen11 metalrep.PERIODIC_TABLE),actinide,"gen19 convention = dataset_all_metals/scripts/sae_chem.py metal_category (Y, Sc rare_earth_non_lanthanide; Cd post_transition_metal)",An,"definition: Ln = La-Lu (Z 57-71), An = Ac-Lr (Z 89-103), else none",2,definition: Ln Z-57 (La=0..Lu=14); An Z-89 (Ac=0..Cf=9),definition: trivalent series row (Ln(III) La-Lu / An(III) Ac-Cf),3,definition: formal ionic charge = oxidation state,non_aqueous_state,"gen19 metals.default_species_form: state outside ACCESSIBLE_STATES but tabulated by Shannon (1976) in solids; formal bare cation, not an aqueous extraction species",3,definition: charge of the bare cation = oxidation state,3,"definition on the Choppin electrostatic scale: bare cation Z_eff = z (Choppin & Rao, Radiochim. Acta 37 (1984) 143-146, doi:10.1524/ract.1984.37.3.143 (NpO2+ 2.2, UO2 2+ 3.2; as quoted in OSTI 1366418))",2,"definition (ionic model): noble-gas core + (n-2)f/(n-1)d occupancy from Z and oxidation state; f = Z-54-z (Ln), Z-86-z (An); d = group-z (d-block)",0,"definition (ionic model): noble-gas core + (n-2)f/(n-1)d occupancy from Z and oxidation state; f = Z-54-z (Ln), Z-86-z (An); d = group-z (d-block)",[Rn] 5f2,"definition (ionic model): noble-gas core + (n-2)f/(n-1)d occupancy from Z and oxidation state; f = Z-54-z (Ln), Z-86-z (An); d = group-z (d-block)",1.04,"Shannon, R. D. Acta Cryst. A32 (1976) 751-767, Table 1, effective ionic radius (IR), CN=VI",,NA_REASON: Shannon (1976) does not tabulate Pa(III) at CN=8,,NA_REASON: Shannon (1976) does not tabulate Pa(III) at CN=9,1.5,"Pauling scale; Allred, J. Inorg. Nucl. Chem. 17 (1961) 215 and Huheey, Keiter & Keiter, Inorganic Chemistry 4th ed. (1993), as quoted by WebElements; transcribed from Wikipedia 'Electronegativities of the elements (data page)', accessed 2026-09-14",hard,INFERRED by analogy within Pearson (1963) classes: An3+ like Ln3+ (trivalent f-element cation),,"NA_REASON: Schwerdtfeger & Nagle, Mol. Phys. 117 (2019) 1200, doi:10.1080/00268976.2018.1535143 (2018 table) could not be opened during this build (tandfonline/ingentaconnect HTTP 403; ctcp.massey.ac.nz and github.com unresolvable from the build host); values are not transcribed from memory"
Pa,5,Pa(V),actinide(V),archive,True,True,,91,definition: IUPAC atomic number,protactinium,definition: IUPAC English element name,7,definition: IUPAC periodic table row,,NA_REASON: f-block element; group left NA by gen19 convention,f,definition: Aufbau block; La/Lu/Ac labelled f as series members (convention of gen11 metalrep.PERIODIC_TABLE),actinide,"gen19 convention = dataset_all_metals/scripts/sae_chem.py metal_category (Y, Sc rare_earth_non_lanthanide; Cd post_transition_metal)",An,"definition: Ln = La-Lu (Z 57-71), An = Ac-Lr (Z 89-103), else none",2,definition: Ln Z-57 (La=0..Lu=14); An Z-89 (Ac=0..Cf=9),archive: dataset_all_metals master_clean metal_oxidation_state,5,definition: formal ionic charge = oxidation state,protactinium_v_oxo,"Pa(V) hydrolyses to oxo/hydroxo species (e.g. PaO(OH)2+), not a clean dioxo cation (gen11 metalrep.py OXO_SPECIES_CHARGE note)",,NA_REASON: Pa(V) aqueous speciation is a mixture; no single charge,,NA_REASON: no citable effective charge for Pa(V),0,"definition (ionic model): noble-gas core + (n-2)f/(n-1)d occupancy from Z and oxidation state; f = Z-54-z (Ln), Z-86-z (An); d = group-z (d-block)",0,"definition (ionic model): noble-gas core + (n-2)f/(n-1)d occupancy from Z and oxidation state; f = Z-54-z (Ln), Z-86-z (An); d = group-z (d-block)",[Rn],"definition (ionic model): noble-gas core + (n-2)f/(n-1)d occupancy from Z and oxidation state; f = Z-54-z (Ln), Z-86-z (An); d = group-z (d-block)",0.78,"Shannon, R. D. Acta Cryst. A32 (1976) 751-767, Table 1, effective ionic radius (IR), CN=VI",0.91,"Shannon, R. D. Acta Cryst. A32 (1976) 751-767, Table 1, effective ionic radius (IR), CN=VIII",0.95,"Shannon, R. D. Acta Cryst. A32 (1976) 751-767, Table 1, effective ionic radius (IR), CN=IX",1.5,"Pauling scale; Allred, J. Inorg. Nucl. Chem. 17 (1961) 215 and Huheey, Keiter & Keiter, Inorganic Chemistry 4th ed. (1993), as quoted by WebElements; transcribed from Wikipedia 'Electronegativities of the elements (data page)', accessed 2026-09-14",,"NA_REASON: no standard classification; Pa(V) is a hydrolysed oxo species, not a clean cation",,"NA_REASON: Schwerdtfeger & Nagle, Mol. Phys. 117 (2019) 1200, doi:10.1080/00268976.2018.1535143 (2018 table) could not be opened during this build (tandfonline/ingentaconnect HTTP 403; ctcp.massey.ac.nz and github.com unresolvable from the build host); values are not transcribed from memory"
U,,,,archive,True,,,92,definition: IUPAC atomic number,uranium,definition: IUPAC English element name,7,definition: IUPAC periodic table row,,NA_REASON: f-block element; group left NA by gen19 convention,f,definition: Aufbau block; La/Lu/Ac labelled f as series members (convention of gen11 metalrep.PERIODIC_TABLE),actinide,"gen19 convention = dataset_all_metals/scripts/sae_chem.py metal_category (Y, Sc rare_earth_non_lanthanide; Cd post_transition_metal)",An,"definition: Ln = La-Lu (Z 57-71), An = Ac-Lr (Z 89-103), else none",3,definition: Ln Z-57 (La=0..Lu=14); An Z-89 (Ac=0..Cf=9),NA_REASON: archive did not record an oxidation state for these rows,,NA_REASON: oxidation state not recorded; ion-level descriptor undefined,,NA_REASON: oxidation state not recorded; ion-level descriptor undefined,,NA_REASON: oxidation state not recorded; ion-level descriptor undefined,,NA_REASON: oxidation state not recorded; ion-level descriptor undefined,,NA_REASON: oxidation state not recorded; ion-level descriptor undefined,,NA_REASON: oxidation state not recorded; ion-level descriptor undefined,,NA_REASON: oxidation state not recorded; ion-level descriptor undefined,,NA_REASON: oxidation state not recorded; ion-level descriptor undefined,,NA_REASON: oxidation state not recorded; ion-level descriptor undefined,,NA_REASON: oxidation state not recorded; ion-level descriptor undefined,1.38,"Pauling scale; Allred, J. Inorg. Nucl. Chem. 17 (1961) 215 and Huheey, Keiter & Keiter, Inorganic Chemistry 4th ed. (1993), as quoted by WebElements; transcribed from Wikipedia 'Electronegativities of the elements (data page)', accessed 2026-09-14",,NA_REASON: oxidation state not recorded; ion-level descriptor undefined,,"NA_REASON: Schwerdtfeger & Nagle, Mol. Phys. 117 (2019) 1200, doi:10.1080/00268976.2018.1535143 (2018 table) could not be opened during this build (tandfonline/ingentaconnect HTTP 403; ctcp.massey.ac.nz and github.com unresolvable from the build host); values are not transcribed from memory"
U,3,U(III),actinide(III),an3_series,False,True,analogy,92,definition: IUPAC atomic number,uranium,definition: IUPAC English element name,7,definition: IUPAC periodic table row,,NA_REASON: f-block element; group left NA by gen19 convention,f,definition: Aufbau block; La/Lu/Ac labelled f as series members (convention of gen11 metalrep.PERIODIC_TABLE),actinide,"gen19 convention = dataset_all_metals/scripts/sae_chem.py metal_category (Y, Sc rare_earth_non_lanthanide; Cd post_transition_metal)",An,"definition: Ln = La-Lu (Z 57-71), An = Ac-Lr (Z 89-103), else none",3,definition: Ln Z-57 (La=0..Lu=14); An Z-89 (Ac=0..Cf=9),definition: trivalent series row (Ln(III) La-Lu / An(III) Ac-Cf),3,definition: formal ionic charge = oxidation state,free_ion,definition: formal bare cation M(z+),3,definition: charge of the bare cation = oxidation state,3,"definition on the Choppin electrostatic scale: bare cation Z_eff = z (Choppin & Rao, Radiochim. Acta 37 (1984) 143-146, doi:10.1524/ract.1984.37.3.143 (NpO2+ 2.2, UO2 2+ 3.2; as quoted in OSTI 1366418))",3,"definition (ionic model): noble-gas core + (n-2)f/(n-1)d occupancy from Z and oxidation state; f = Z-54-z (Ln), Z-86-z (An); d = group-z (d-block)",0,"definition (ionic model): noble-gas core + (n-2)f/(n-1)d occupancy from Z and oxidation state; f = Z-54-z (Ln), Z-86-z (An); d = group-z (d-block)",[Rn] 5f3,"definition (ionic model): noble-gas core + (n-2)f/(n-1)d occupancy from Z and oxidation state; f = Z-54-z (Ln), Z-86-z (An); d = group-z (d-block)",1.025,"Shannon, R. D. Acta Cryst. A32 (1976) 751-767, Table 1, effective ionic radius (IR), CN=VI",,NA_REASON: Shannon (1976) does not tabulate U(III) at CN=8,,NA_REASON: Shannon (1976) does not tabulate U(III) at CN=9,1.38,"Pauling scale; Allred, J. Inorg. Nucl. Chem. 17 (1961) 215 and Huheey, Keiter & Keiter, Inorganic Chemistry 4th ed. (1993), as quoted by WebElements; transcribed from Wikipedia 'Electronegativities of the elements (data page)', accessed 2026-09-14",hard,INFERRED by analogy within Pearson (1963) classes: An3+ like Ln3+ (trivalent f-element cation),,"NA_REASON: Schwerdtfeger & Nagle, Mol. Phys. 117 (2019) 1200, doi:10.1080/00268976.2018.1535143 (2018 table) could not be opened during this build (tandfonline/ingentaconnect HTTP 403; ctcp.massey.ac.nz and github.com unresolvable from the build host); values are not transcribed from memory"
U,4,U(IV),actinide(IV),archive,True,True,explicit,92,definition: IUPAC atomic number,uranium,definition: IUPAC English element name,7,definition: IUPAC periodic table row,,NA_REASON: f-block element; group left NA by gen19 convention,f,definition: Aufbau block; La/Lu/Ac labelled f as series members (convention of gen11 metalrep.PERIODIC_TABLE),actinide,"gen19 convention = dataset_all_metals/scripts/sae_chem.py metal_category (Y, Sc rare_earth_non_lanthanide; Cd post_transition_metal)",An,"definition: Ln = La-Lu (Z 57-71), An = Ac-Lr (Z 89-103), else none",3,definition: Ln Z-57 (La=0..Lu=14); An Z-89 (Ac=0..Cf=9),archive: dataset_all_metals master_clean metal_oxidation_state,4,definition: formal ionic charge = oxidation state,free_ion,definition: formal bare cation M(z+),4,definition: charge of the bare cation = oxidation state,4,"definition on the Choppin electrostatic scale: bare cation Z_eff = z (Choppin & Rao, Radiochim. Acta 37 (1984) 143-146, doi:10.1524/ract.1984.37.3.143 (NpO2+ 2.2, UO2 2+ 3.2; as quoted in OSTI 1366418))",2,"definition (ionic model): noble-gas core + (n-2)f/(n-1)d occupancy from Z and oxidation state; f = Z-54-z (Ln), Z-86-z (An); d = group-z (d-block)",0,"definition (ionic model): noble-gas core + (n-2)f/(n-1)d occupancy from Z and oxidation state; f = Z-54-z (Ln), Z-86-z (An); d = group-z (d-block)",[Rn] 5f2,"definition (ionic model): noble-gas core + (n-2)f/(n-1)d occupancy from Z and oxidation state; f = Z-54-z (Ln), Z-86-z (An); d = group-z (d-block)",0.89,"Shannon, R. D. Acta Cryst. A32 (1976) 751-767, Table 1, effective ionic radius (IR), CN=VI",1,"Shannon, R. D. Acta Cryst. A32 (1976) 751-767, Table 1, effective ionic radius (IR), CN=VIII",1.05,"Shannon, R. D. Acta Cryst. A32 (1976) 751-767, Table 1, effective ionic radius (IR), CN=IX",1.38,"Pauling scale; Allred, J. Inorg. Nucl. Chem. 17 (1961) 215 and Huheey, Keiter & Keiter, Inorganic Chemistry 4th ed. (1993), as quoted by WebElements; transcribed from Wikipedia 'Electronegativities of the elements (data page)', accessed 2026-09-14",hard,"Pearson, J. Am. Chem. Soc. 85 (1963) 3533, hard/borderline/soft acid table as reproduced in Wikipedia 'HSAB theory' (accessed 2026-09-14)",,"NA_REASON: Schwerdtfeger & Nagle, Mol. Phys. 117 (2019) 1200, doi:10.1080/00268976.2018.1535143 (2018 table) could not be opened during this build (tandfonline/ingentaconnect HTTP 403; ctcp.massey.ac.nz and github.com unresolvable from the build host); values are not transcribed from memory"
U,6,U(VI),actinide(VI),archive,True,True,recalled,92,definition: IUPAC atomic number,uranium,definition: IUPAC English element name,7,definition: IUPAC periodic table row,,NA_REASON: f-block element; group left NA by gen19 convention,f,definition: Aufbau block; La/Lu/Ac labelled f as series members (convention of gen11 metalrep.PERIODIC_TABLE),actinide,"gen19 convention = dataset_all_metals/scripts/sae_chem.py metal_category (Y, Sc rare_earth_non_lanthanide; Cd post_transition_metal)",An,"definition: Ln = La-Lu (Z 57-71), An = Ac-Lr (Z 89-103), else none",3,definition: Ln Z-57 (La=0..Lu=14); An Z-89 (Ac=0..Cf=9),archive: dataset_all_metals master_clean metal_oxidation_state,6,definition: formal ionic charge = oxidation state,uranyl,definition: An(VI) is the dioxo cation AnO2(2+) in aqueous media,2,"definition: AnO2(+) for An(V), AnO2(2+) for An(VI)",3.2,"Choppin & Rao, Radiochim. Acta 37 (1984) 143-146, doi:10.1524/ract.1984.37.3.143 (NpO2+ 2.2, UO2 2+ 3.2; as quoted in OSTI 1366418)",0,"definition (ionic model): noble-gas core + (n-2)f/(n-1)d occupancy from Z and oxidation state; f = Z-54-z (Ln), Z-86-z (An); d = group-z (d-block)",0,"definition (ionic model): noble-gas core + (n-2)f/(n-1)d occupancy from Z and oxidation state; f = Z-54-z (Ln), Z-86-z (An); d = group-z (d-block)",[Rn],"definition (ionic model): noble-gas core + (n-2)f/(n-1)d occupancy from Z and oxidation state; f = Z-54-z (Ln), Z-86-z (An); d = group-z (d-block)",0.73,"Shannon, R. D. Acta Cryst. A32 (1976) 751-767, Table 1, effective ionic radius (IR), CN=VI",0.86,"Shannon, R. D. Acta Cryst. A32 (1976) 751-767, Table 1, effective ionic radius (IR), CN=VIII",,NA_REASON: Shannon (1976) does not tabulate U(VI) at CN=9,1.38,"Pauling scale; Allred, J. Inorg. Nucl. Chem. 17 (1961) 215 and Huheey, Keiter & Keiter, Inorganic Chemistry 4th ed. (1993), as quoted by WebElements; transcribed from Wikipedia 'Electronegativities of the elements (data page)', accessed 2026-09-14",hard,"Pearson, J. Am. Chem. Soc. 85 (1963) 3533, Table I (standard textbook list; not re-checked against the printed table in this build) (UO2 2+)",,"NA_REASON: Schwerdtfeger & Nagle, Mol. Phys. 117 (2019) 1200, doi:10.1080/00268976.2018.1535143 (2018 table) could not be opened during this build (tandfonline/ingentaconnect HTTP 403; ctcp.massey.ac.nz and github.com unresolvable from the build host); values are not transcribed from memory"
Np,3,Np(III),actinide(III),an3_series,False,True,analogy,93,definition: IUPAC atomic number,neptunium,definition: IUPAC English element name,7,definition: IUPAC periodic table row,,NA_REASON: f-block element; group left NA by gen19 convention,f,definition: Aufbau block; La/Lu/Ac labelled f as series members (convention of gen11 metalrep.PERIODIC_TABLE),actinide,"gen19 convention = dataset_all_metals/scripts/sae_chem.py metal_category (Y, Sc rare_earth_non_lanthanide; Cd post_transition_metal)",An,"definition: Ln = La-Lu (Z 57-71), An = Ac-Lr (Z 89-103), else none",4,definition: Ln Z-57 (La=0..Lu=14); An Z-89 (Ac=0..Cf=9),definition: trivalent series row (Ln(III) La-Lu / An(III) Ac-Cf),3,definition: formal ionic charge = oxidation state,free_ion,definition: formal bare cation M(z+),3,definition: charge of the bare cation = oxidation state,3,"definition on the Choppin electrostatic scale: bare cation Z_eff = z (Choppin & Rao, Radiochim. Acta 37 (1984) 143-146, doi:10.1524/ract.1984.37.3.143 (NpO2+ 2.2, UO2 2+ 3.2; as quoted in OSTI 1366418))",4,"definition (ionic model): noble-gas core + (n-2)f/(n-1)d occupancy from Z and oxidation state; f = Z-54-z (Ln), Z-86-z (An); d = group-z (d-block)",0,"definition (ionic model): noble-gas core + (n-2)f/(n-1)d occupancy from Z and oxidation state; f = Z-54-z (Ln), Z-86-z (An); d = group-z (d-block)",[Rn] 5f4,"definition (ionic model): noble-gas core + (n-2)f/(n-1)d occupancy from Z and oxidation state; f = Z-54-z (Ln), Z-86-z (An); d = group-z (d-block)",1.01,"Shannon, R. D. Acta Cryst. A32 (1976) 751-767, Table 1, effective ionic radius (IR), CN=VI",,NA_REASON: Shannon (1976) does not tabulate Np(III) at CN=8,,NA_REASON: Shannon (1976) does not tabulate Np(III) at CN=9,1.36,"Pauling scale; Allred, J. Inorg. Nucl. Chem. 17 (1961) 215 and Huheey, Keiter & Keiter, Inorganic Chemistry 4th ed. (1993), as quoted by WebElements; transcribed from Wikipedia 'Electronegativities of the elements (data page)', accessed 2026-09-14",hard,INFERRED by analogy within Pearson (1963) classes: An3+ like Ln3+ (trivalent f-element cation),,"NA_REASON: Schwerdtfeger & Nagle, Mol. Phys. 117 (2019) 1200, doi:10.1080/00268976.2018.1535143 (2018 table) could not be opened during this build (tandfonline/ingentaconnect HTTP 403; ctcp.massey.ac.nz and github.com unresolvable from the build host); values are not transcribed from memory"
Np,4,Np(IV),actinide(IV),archive,True,True,analogy,93,definition: IUPAC atomic number,neptunium,definition: IUPAC English element name,7,definition: IUPAC periodic table row,,NA_REASON: f-block element; group left NA by gen19 convention,f,definition: Aufbau block; La/Lu/Ac labelled f as series members (convention of gen11 metalrep.PERIODIC_TABLE),actinide,"gen19 convention = dataset_all_metals/scripts/sae_chem.py metal_category (Y, Sc rare_earth_non_lanthanide; Cd post_transition_metal)",An,"definition: Ln = La-Lu (Z 57-71), An = Ac-Lr (Z 89-103), else none",4,definition: Ln Z-57 (La=0..Lu=14); An Z-89 (Ac=0..Cf=9),archive: dataset_all_metals master_clean metal_oxidation_state,4,definition: formal ionic charge = oxidation state,free_ion,definition: formal bare cation M(z+),4,definition: charge of the bare cation = oxidation state,4,"definition on the Choppin electrostatic scale: bare cation Z_eff = z (Choppin & Rao, Radiochim. Acta 37 (1984) 143-146, doi:10.1524/ract.1984.37.3.143 (NpO2+ 2.2, UO2 2+ 3.2; as quoted in OSTI 1366418))",3,"definition (ionic model): noble-gas core + (n-2)f/(n-1)d occupancy from Z and oxidation state; f = Z-54-z (Ln), Z-86-z (An); d = group-z (d-block)",0,"definition (ionic model): noble-gas core + (n-2)f/(n-1)d occupancy from Z and oxidation state; f = Z-54-z (Ln), Z-86-z (An); d = group-z (d-block)",[Rn] 5f3,"definition (ionic model): noble-gas core + (n-2)f/(n-1)d occupancy from Z and oxidation state; f = Z-54-z (Ln), Z-86-z (An); d = group-z (d-block)",0.87,"Shannon, R. D. Acta Cryst. A32 (1976) 751-767, Table 1, effective ionic radius (IR), CN=VI",0.98,"Shannon, R. D. Acta Cryst. A32 (1976) 751-767, Table 1, effective ionic radius (IR), CN=VIII",,NA_REASON: Shannon (1976) does not tabulate Np(IV) at CN=9,1.36,"Pauling scale; Allred, J. Inorg. Nucl. Chem. 17 (1961) 215 and Huheey, Keiter & Keiter, Inorganic Chemistry 4th ed. (1993), as quoted by WebElements; transcribed from Wikipedia 'Electronegativities of the elements (data page)', accessed 2026-09-14",hard,"INFERRED by analogy within Pearson (1963) classes: An4+ like Th4+, U4+, Pu4+",,"NA_REASON: Schwerdtfeger & Nagle, Mol. Phys. 117 (2019) 1200, doi:10.1080/00268976.2018.1535143 (2018 table) could not be opened during this build (tandfonline/ingentaconnect HTTP 403; ctcp.massey.ac.nz and github.com unresolvable from the build host); values are not transcribed from memory"
Np,5,Np(V),actinide(V),archive,True,True,analogy,93,definition: IUPAC atomic number,neptunium,definition: IUPAC English element name,7,definition: IUPAC periodic table row,,NA_REASON: f-block element; group left NA by gen19 convention,f,definition: Aufbau block; La/Lu/Ac labelled f as series members (convention of gen11 metalrep.PERIODIC_TABLE),actinide,"gen19 convention = dataset_all_metals/scripts/sae_chem.py metal_category (Y, Sc rare_earth_non_lanthanide; Cd post_transition_metal)",An,"definition: Ln = La-Lu (Z 57-71), An = Ac-Lr (Z 89-103), else none",4,definition: Ln Z-57 (La=0..Lu=14); An Z-89 (Ac=0..Cf=9),archive: dataset_all_metals master_clean metal_oxidation_state,5,definition: formal ionic charge = oxidation state,neptunyl,definition: An(V) is the dioxo cation AnO2(1+) in aqueous media,1,"definition: AnO2(+) for An(V), AnO2(2+) for An(VI)",2.2,"Choppin & Rao, Radiochim. Acta 37 (1984) 143-146, doi:10.1524/ract.1984.37.3.143 (NpO2+ 2.2, UO2 2+ 3.2; as quoted in OSTI 1366418)",2,"definition (ionic model): noble-gas core + (n-2)f/(n-1)d occupancy from Z and oxidation state; f = Z-54-z (Ln), Z-86-z (An); d = group-z (d-block)",0,"definition (ionic model): noble-gas core + (n-2)f/(n-1)d occupancy from Z and oxidation state; f = Z-54-z (Ln), Z-86-z (An); d = group-z (d-block)",[Rn] 5f2,"definition (ionic model): noble-gas core + (n-2)f/(n-1)d occupancy from Z and oxidation state; f = Z-54-z (Ln), Z-86-z (An); d = group-z (d-block)",0.75,"Shannon, R. D. Acta Cryst. A32 (1976) 751-767, Table 1, effective ionic radius (IR), CN=VI",,NA_REASON: Shannon (1976) does not tabulate Np(V) at CN=8,,NA_REASON: Shannon (1976) does not tabulate Np(V) at CN=9,1.36,"Pauling scale; Allred, J. Inorg. Nucl. Chem. 17 (1961) 215 and Huheey, Keiter & Keiter, Inorganic Chemistry 4th ed. (1993), as quoted by WebElements; transcribed from Wikipedia 'Electronegativities of the elements (data page)', accessed 2026-09-14",hard,INFERRED by analogy within Pearson (1963) classes: actinyl dioxo cation like UO2 2+ (weakest analogy: NpO2+ effective charge ~2.2),,"NA_REASON: Schwerdtfeger & Nagle, Mol. Phys. 117 (2019) 1200, doi:10.1080/00268976.2018.1535143 (2018 table) could not be opened during this build (tandfonline/ingentaconnect HTTP 403; ctcp.massey.ac.nz and github.com unresolvable from the build host); values are not transcribed from memory"
Np,6,Np(VI),actinide(VI),archive,True,True,analogy,93,definition: IUPAC atomic number,neptunium,definition: IUPAC English element name,7,definition: IUPAC periodic table row,,NA_REASON: f-block element; group left NA by gen19 convention,f,definition: Aufbau block; La/Lu/Ac labelled f as series members (convention of gen11 metalrep.PERIODIC_TABLE),actinide,"gen19 convention = dataset_all_metals/scripts/sae_chem.py metal_category (Y, Sc rare_earth_non_lanthanide; Cd post_transition_metal)",An,"definition: Ln = La-Lu (Z 57-71), An = Ac-Lr (Z 89-103), else none",4,definition: Ln Z-57 (La=0..Lu=14); An Z-89 (Ac=0..Cf=9),archive: dataset_all_metals master_clean metal_oxidation_state,6,definition: formal ionic charge = oxidation state,neptunyl,definition: An(VI) is the dioxo cation AnO2(2+) in aqueous media,2,"definition: AnO2(+) for An(V), AnO2(2+) for An(VI)",,NA_REASON: Choppin & Rao (1984) give NpO2+ 2.2 and UO2 2+ 3.2 only; class-wide transfer not verified in this build,1,"definition (ionic model): noble-gas core + (n-2)f/(n-1)d occupancy from Z and oxidation state; f = Z-54-z (Ln), Z-86-z (An); d = group-z (d-block)",0,"definition (ionic model): noble-gas core + (n-2)f/(n-1)d occupancy from Z and oxidation state; f = Z-54-z (Ln), Z-86-z (An); d = group-z (d-block)",[Rn] 5f1,"definition (ionic model): noble-gas core + (n-2)f/(n-1)d occupancy from Z and oxidation state; f = Z-54-z (Ln), Z-86-z (An); d = group-z (d-block)",0.72,"Shannon, R. D. Acta Cryst. A32 (1976) 751-767, Table 1, effective ionic radius (IR), CN=VI",,NA_REASON: Shannon (1976) does not tabulate Np(VI) at CN=8,,NA_REASON: Shannon (1976) does not tabulate Np(VI) at CN=9,1.36,"Pauling scale; Allred, J. Inorg. Nucl. Chem. 17 (1961) 215 and Huheey, Keiter & Keiter, Inorganic Chemistry 4th ed. (1993), as quoted by WebElements; transcribed from Wikipedia 'Electronegativities of the elements (data page)', accessed 2026-09-14",hard,INFERRED by analogy within Pearson (1963) classes: AnO2 2+ like UO2 2+,,"NA_REASON: Schwerdtfeger & Nagle, Mol. Phys. 117 (2019) 1200, doi:10.1080/00268976.2018.1535143 (2018 table) could not be opened during this build (tandfonline/ingentaconnect HTTP 403; ctcp.massey.ac.nz and github.com unresolvable from the build host); values are not transcribed from memory"
Pu,,,,archive,True,,,94,definition: IUPAC atomic number,plutonium,definition: IUPAC English element name,7,definition: IUPAC periodic table row,,NA_REASON: f-block element; group left NA by gen19 convention,f,definition: Aufbau block; La/Lu/Ac labelled f as series members (convention of gen11 metalrep.PERIODIC_TABLE),actinide,"gen19 convention = dataset_all_metals/scripts/sae_chem.py metal_category (Y, Sc rare_earth_non_lanthanide; Cd post_transition_metal)",An,"definition: Ln = La-Lu (Z 57-71), An = Ac-Lr (Z 89-103), else none",5,definition: Ln Z-57 (La=0..Lu=14); An Z-89 (Ac=0..Cf=9),NA_REASON: archive did not record an oxidation state for these rows,,NA_REASON: oxidation state not recorded; ion-level descriptor undefined,,NA_REASON: oxidation state not recorded; ion-level descriptor undefined,,NA_REASON: oxidation state not recorded; ion-level descriptor undefined,,NA_REASON: oxidation state not recorded; ion-level descriptor undefined,,NA_REASON: oxidation state not recorded; ion-level descriptor undefined,,NA_REASON: oxidation state not recorded; ion-level descriptor undefined,,NA_REASON: oxidation state not recorded; ion-level descriptor undefined,,NA_REASON: oxidation state not recorded; ion-level descriptor undefined,,NA_REASON: oxidation state not recorded; ion-level descriptor undefined,,NA_REASON: oxidation state not recorded; ion-level descriptor undefined,1.28,"Pauling scale; Allred, J. Inorg. Nucl. Chem. 17 (1961) 215 and Huheey, Keiter & Keiter, Inorganic Chemistry 4th ed. (1993), as quoted by WebElements; transcribed from Wikipedia 'Electronegativities of the elements (data page)', accessed 2026-09-14",,NA_REASON: oxidation state not recorded; ion-level descriptor undefined,,"NA_REASON: Schwerdtfeger & Nagle, Mol. Phys. 117 (2019) 1200, doi:10.1080/00268976.2018.1535143 (2018 table) could not be opened during this build (tandfonline/ingentaconnect HTTP 403; ctcp.massey.ac.nz and github.com unresolvable from the build host); values are not transcribed from memory"
